target,candidate,window,role,feature,n_oos,rmse,rmse_base,rmse_ratio,mape_%,hit,hit_base,orthogonalised,vs_baseline
rev_yoy,dd_rel,full,control,plc_rel_full,13,0.05686436755844738,0.019969430552811713,2.847570811198761,17.179036859650775,0.6153846153846154,0.7692307692307693,True,guidance + auto-window beat
rev_yoy,dd_abs,d30,candidate,dd_abs_d30,13,0.029750839317069847,0.019969430552811713,1.4898191131885283,7.205193384792569,0.38461538461538464,0.7692307692307693,True,guidance + auto-window beat
rev_yoy,dd_abs,d30,control,plc_abs_d30,13,0.034783819561699826,0.019969430552811713,1.7418533527888824,9.548880158164373,0.46153846153846156,0.7692307692307693,True,guidance + auto-window beat
rev_yoy,dd_abs,d45,candidate,dd_abs_d45,13,0.030189297662354172,0.019969430552811713,1.5117755903211518,7.335798396306258,0.38461538461538464,0.7692307692307693,True,guidance + auto-window beat
rev_yoy,dd_abs,d45,control,plc_abs_d45,13,0.038931555211958395,0.019969430552811713,1.9495576055110293,10.645053584209524,0.46153846153846156,0.7692307692307693,True,guidance + auto-window beat
rev_yoy,dd_abs,d60,candidate,dd_abs_d60,13,0.029407860402422024,0.019969430552811713,1.4726439156414188,7.477713505537552,0.38461538461538464,0.7692307692307693,True,guidance + auto-window beat
rev_yoy,dd_abs,d60,control,plc_abs_d60,13,0.03754820861441925,0.019969430552811713,1.8802843934441802,10.546775078713221,0.46153846153846156,0.7692307692307693,True,guidance + auto-window beat
rev_yoy,dd_abs,full,candidate,dd_abs_full,13,0.02880706878434531,0.019969430552811713,1.4425583497817493,7.7344485000100685,0.46153846153846156,0.7692307692307693,True,guidance + auto-window beat
rev_yoy,dd_abs,full,control,plc_abs_full,13,0.03630624075808004,0.019969430552811713,1.818090939652162,10.416820262871473,0.46153846153846156,0.7692307692307693,True,guidance + auto-window beat
beat_vs_guide,dd_rel_plc,d30,candidate,dd_rel_plc_d30,14,0.01826429548458011,0.011874735244577425,1.5380802273398444,45.53997351150756,0.35714285714285715,0.0,True,random walk
beat_vs_guide,dd_rel_plc,d30,control,ctrl_rel_plc_d30,14,0.02037127290114444,0.011874735244577425,1.7155138604413889,48.5670936292837,0.2857142857142857,0.0,True,random walk
beat_vs_guide,dd_rel_plc,d45,candidate,dd_rel_plc_d45,14,0.0183337632329288,0.011874735244577425,1.5439302734181697,45.75038411921057,0.35714285714285715,0.0,True,random walk
beat_vs_guide,dd_rel_plc,d45,control,ctrl_rel_plc_d45,14,0.020436169618376267,0.011874735244577425,1.7209789690013009,48.20598208271521,0.2857142857142857,0.0,True,random walk
beat_vs_guide,dd_rel_plc,d60,candidate,dd_rel_plc_d60,14,0.018307531679015908,0.011874735244577425,1.5417212512065064,45.722676349324196,0.35714285714285715,0.0,True,random walk
beat_vs_guide,dd_rel_plc,d60,control,ctrl_rel_plc_d60,14,0.019627147724547628,0.011874735244577425,1.6528492905566317,46.50784617962575,0.2857142857142857,0.0,True,random walk
beat_vs_guide,dd_rel_plc,full,candidate,dd_rel_plc_full,14,0.018291443375085956,0.011874735244577425,1.540366416458734,46.01117778860823,0.35714285714285715,0.0,True,random walk
beat_vs_guide,dd_rel_plc,full,control,ctrl_rel_plc_full,14,0.019101411603340574,0.011874735244577425,1.6085757880002585,44.64913948955718,0.2857142857142857,0.0,True,random walk
beat_vs_guide,dd_rel,d30,candidate,dd_rel_d30,14,0.02241274352277379,0.011874735244577425,1.8874310088731052,53.344265295582275,0.2857142857142857,0.0,True,random walk
beat_vs_guide,dd_rel,d30,control,plc_rel_d30,14,0.02037127290114444,0.011874735244577425,1.7155138604413889,48.5670936292837,0.2857142857142857,0.0,True,random walk
beat_vs_guide,dd_rel,d45,candidate,dd_rel_d45,14,0.022103799069576196,0.011874735244577425,1.8614140538139452,51.897103479530614,0.2857142857142857,0.0,True,random walk
beat_vs_guide,dd_rel,d45,control,plc_rel_d45,14,0.020436169618376267,0.011874735244577425,1.7209789690013009,48.20598208271521,0.2857142857142857,0.0,True,random walk
beat_vs_guide,dd_rel,d60,candidate,dd_rel_d60,14,0.020800958607584442,0.011874735244577425,1.7516987266796673,48.2339545939645,0.42857142857142855,0.0,True,random walk
beat_vs_guide,dd_rel,d60,control,plc_rel_d60,14,0.019627147724547628,0.011874735244577425,1.6528492905566317,46.50784617962575,0.2857142857142857,0.0,True,random walk
beat_vs_guide,dd_rel,full,candidate,dd_rel_full,14,0.019821390005844795,0.011874735244577425,1.669206899993513,45.90329615083056,0.42857142857142855,0.0,True,random walk
beat_vs_guide,dd_rel,full,control,plc_rel_full,14,0.019101411603340574,0.011874735244577425,1.6085757880002585,44.64913948955718,0.2857142857142857,0.0,True,random walk
beat_vs_guide,dd_abs,d30,candidate,dd_abs_d30,14,0.016751281568367988,0.011874735244577425,1.41066568840071,42.13789542054908,0.2857142857142857,0.0,True,random walk
beat_vs_guide,dd_abs,d30,control,plc_abs_d30,14,0.019990277476752222,0.011874735244577425,1.6834293198983736,49.65818489384588,0.35714285714285715,0.0,True,random walk
beat_vs_guide,dd_abs,d45,candidate,dd_abs_d45,14,0.0165904011978057,0.011874735244577425,1.3971175656637629,41.63066653862155,0.2857142857142857,0.0,True,random walk
beat_vs_guide,dd_abs,d45,control,plc_abs_d45,14,0.02022914992051124,0.011874735244577425,1.7035453426002773,50.12288007618878,0.35714285714285715,0.0,True,random walk
beat_vs_guide,dd_abs,d60,candidate,dd_abs_d60,14,0.016061956722528893,0.011874735244577425,1.3526159861007052,40.32895281102793,0.2857142857142857,0.0,True,random walk
beat_vs_guide,dd_abs,d60,control,plc_abs_d60,14,0.019547760759789555,0.011874735244577425,1.6461639234201877,48.57097417030167,0.35714285714285715,0.0,True,random walk
beat_vs_guide,dd_abs,full,candidate,dd_abs_full,14,0.015708585585338223,0.011874735244577425,1.3228577531875094,39.63147369858559,0.2857142857142857,0.0,True,random walk
beat_vs_guide,dd_abs,full,control,plc_abs_full,14,0.01591319963449656,0.011874735244577425,1.3400887941281294,40.2566890824536,0.2857142857142857,0.0,True,random walk
