date,package,downloads,cohort,is_imputed,impute_mode
2017-12-10,@opentelemetry/api,0.0,control,False,centered
2017-12-11,@opentelemetry/api,0.0,control,False,centered
2017-12-12,@opentelemetry/api,0.0,control,False,centered
2017-12-13,@opentelemetry/api,0.0,control,False,centered
2017-12-14,@opentelemetry/api,0.0,control,False,centered
2017-12-15,@opentelemetry/api,0.0,control,False,centered
2017-12-16,@opentelemetry/api,0.0,control,False,centered
2017-12-17,@opentelemetry/api,0.0,control,False,centered
2017-12-18,@opentelemetry/api,0.0,control,False,centered
2017-12-19,@opentelemetry/api,0.0,control,False,centered
2017-12-20,@opentelemetry/api,0.0,control,False,centered
2017-12-21,@opentelemetry/api,0.0,control,False,centered
2017-12-22,@opentelemetry/api,0.0,control,False,centered
2017-12-23,@opentelemetry/api,0.0,control,False,centered
2017-12-24,@opentelemetry/api,0.0,control,False,centered
2017-12-25,@opentelemetry/api,0.0,control,False,centered
2017-12-26,@opentelemetry/api,0.0,control,False,centered
2017-12-27,@opentelemetry/api,0.0,control,False,centered
2017-12-28,@opentelemetry/api,0.0,control,False,centered
2017-12-29,@opentelemetry/api,0.0,control,False,centered
2017-12-30,@opentelemetry/api,0.0,control,False,centered
2017-12-31,@opentelemetry/api,0.0,control,False,centered
2018-01-01,@opentelemetry/api,0.0,control,False,centered
2018-01-02,@opentelemetry/api,0.0,control,False,centered
2018-01-03,@opentelemetry/api,0.0,control,False,centered
2018-01-04,@opentelemetry/api,0.0,control,False,centered
2018-01-05,@opentelemetry/api,0.0,control,False,centered
2018-01-06,@opentelemetry/api,0.0,control,False,centered
2018-01-07,@opentelemetry/api,0.0,control,False,centered
2018-01-08,@opentelemetry/api,0.0,control,False,centered
2018-01-09,@opentelemetry/api,0.0,control,False,centered
2018-01-10,@opentelemetry/api,0.0,control,False,centered
2018-01-11,@opentelemetry/api,0.0,control,False,centered
2018-01-12,@opentelemetry/api,0.0,control,False,centered
2018-01-13,@opentelemetry/api,0.0,control,False,centered
2018-01-14,@opentelemetry/api,0.0,control,False,centered
2018-01-15,@opentelemetry/api,0.0,control,False,centered
2018-01-16,@opentelemetry/api,0.0,control,False,centered
2018-01-17,@opentelemetry/api,0.0,control,False,centered
2018-01-18,@opentelemetry/api,0.0,control,False,centered
2018-01-19,@opentelemetry/api,0.0,control,False,centered
2018-01-20,@opentelemetry/api,0.0,control,False,centered
2018-01-21,@opentelemetry/api,0.0,control,False,centered
2018-01-22,@opentelemetry/api,0.0,control,False,centered
2018-01-23,@opentelemetry/api,0.0,control,False,centered
2018-01-24,@opentelemetry/api,0.0,control,False,centered
2018-01-25,@opentelemetry/api,0.0,control,False,centered
2018-01-26,@opentelemetry/api,0.0,control,False,centered
2018-01-27,@opentelemetry/api,0.0,control,False,centered
2018-01-28,@opentelemetry/api,0.0,control,False,centered
2018-01-29,@opentelemetry/api,0.0,control,False,centered
2018-01-30,@opentelemetry/api,0.0,control,False,centered
2018-01-31,@opentelemetry/api,0.0,control,False,centered
2018-02-01,@opentelemetry/api,0.0,control,False,centered
2018-02-02,@opentelemetry/api,0.0,control,False,centered
2018-02-03,@opentelemetry/api,0.0,control,False,centered
2018-02-04,@opentelemetry/api,0.0,control,False,centered
2018-02-05,@opentelemetry/api,0.0,control,False,centered
2018-02-06,@opentelemetry/api,0.0,control,False,centered
2018-02-07,@opentelemetry/api,0.0,control,False,centered
2018-02-08,@opentelemetry/api,0.0,control,False,centered
2018-02-09,@opentelemetry/api,0.0,control,False,centered
2018-02-10,@opentelemetry/api,0.0,control,False,centered
2018-02-11,@opentelemetry/api,0.0,control,False,centered
2018-02-12,@opentelemetry/api,0.0,control,False,centered
2018-02-13,@opentelemetry/api,0.0,control,False,centered
2018-02-14,@opentelemetry/api,0.0,control,False,centered
2018-02-15,@opentelemetry/api,0.0,control,False,centered
2018-02-16,@opentelemetry/api,0.0,control,False,centered
2018-02-17,@opentelemetry/api,0.0,control,False,centered
2018-02-18,@opentelemetry/api,0.0,control,False,centered
2018-02-19,@opentelemetry/api,0.0,control,False,centered
