quarter,feature,value,available_from,source
2020Q4,dd_rel_wide_d60,0.40375135839301635,2020-11-30,npm (causal-imputed)
2020Q4,plc_abs_d60,0.5993387515621542,2020-11-30,npm (causal-imputed)
2020Q4,plc_rel_d60,0.059966406806459815,2020-11-30,npm (causal-imputed)
2020Q4,ctrl_abs_full,0.5627813577961813,2021-01-01,npm (causal-imputed)
2020Q4,dd_abs_full,1.3908751434504865,2021-01-01,npm (causal-imputed)
2020Q4,dd_rel_full,0.8280937856543051,2021-01-01,npm (causal-imputed)
2020Q4,dd_rel_wide_full,0.4125967424755288,2021-01-01,npm (causal-imputed)
2020Q4,plc_abs_full,0.6433449149826345,2021-01-01,npm (causal-imputed)
2020Q4,plc_rel_full,0.08056355718645314,2021-01-01,npm (causal-imputed)
2020Q4,msft_reported,1.0,2021-01-26,MSFT 8-K 0001193125-21-017683
2020Q4,amzn_reported,1.0,2021-02-02,AMZN 8-K 0001018724-21-000002
2020Q4,googl_reported,1.0,2021-02-02,GOOGL 8-K 0001652044-21-000006
2021Q1,rev_musd_lag4,131.248,2020-05-11,"SEC, 2020Q1 print"
2021Q1,rev_yoy_lag4,0.8736331192005711,2020-05-11,"SEC 8-K/10-Q, 2020Q1 print"
2021Q1,rev_yoy_lag2,0.6134836852207293,2020-11-10,"SEC 8-K/10-Q, 2020Q3 print"
2021Q1,ctrl_abs_d30,0.4532456006379597,2021-01-31,npm (causal-imputed)
2021Q1,dd_abs_d30,1.3484094706103882,2021-01-31,npm (causal-imputed)
2021Q1,dd_rel_d30,0.8951638699724285,2021-01-31,npm (causal-imputed)
2021Q1,dd_rel_wide_d30,0.25490433188009654,2021-01-31,npm (causal-imputed)
2021Q1,plc_abs_d30,0.6353707474636465,2021-01-31,npm (causal-imputed)
2021Q1,plc_rel_d30,0.1821251468256868,2021-01-31,npm (causal-imputed)
2021Q1,guide_high_musd,187.0,2021-02-11,8-K EX-99.1 0001564590-21-005553 (UNVERIFIED)
2021Q1,guide_low_musd,185.0,2021-02-11,8-K EX-99.1 0001564590-21-005553 (UNVERIFIED)
2021Q1,guide_mid_musd,186.0,2021-02-11,8-K EX-99.1 0001564590-21-005553 (UNVERIFIED)
2021Q1,rev_yoy_lag1,0.5621678223223399,2021-02-11,"SEC 8-K/10-Q, 2020Q4 print"
2021Q1,ctrl_abs_d45,0.4488132458341063,2021-02-15,npm (causal-imputed)
2021Q1,dd_abs_d45,1.3275449019325212,2021-02-15,npm (causal-imputed)
2021Q1,dd_rel_d45,0.8787316560984149,2021-02-15,npm (causal-imputed)
2021Q1,dd_rel_wide_d45,0.22704037232340646,2021-02-15,npm (causal-imputed)
2021Q1,plc_abs_d45,0.6292689453289526,2021-02-15,npm (causal-imputed)
2021Q1,plc_rel_d45,0.1804556994948463,2021-02-15,npm (causal-imputed)
2021Q1,ctrl_abs_d60,0.4644475429945629,2021-03-02,npm (causal-imputed)
2021Q1,dd_abs_d60,1.3702534059237923,2021-03-02,npm (causal-imputed)
2021Q1,dd_rel_d60,0.9058058629292294,2021-03-02,npm (causal-imputed)
2021Q1,dd_rel_wide_d60,0.23766486811475218,2021-03-02,npm (causal-imputed)
2021Q1,plc_abs_d60,0.6550466478048946,2021-03-02,npm (causal-imputed)
2021Q1,plc_rel_d60,0.1905991048103317,2021-03-02,npm (causal-imputed)
2021Q1,ctrl_abs_full,0.41522612487716515,2021-04-01,npm (causal-imputed)
2021Q1,dd_abs_full,1.4034694346139673,2021-04-01,npm (causal-imputed)
2021Q1,dd_rel_full,0.9882433097368022,2021-04-01,npm (causal-imputed)
2021Q1,dd_rel_wide_full,0.28537451322842955,2021-04-01,npm (causal-imputed)
2021Q1,plc_abs_full,0.6493140034835463,2021-04-01,npm (causal-imputed)
2021Q1,plc_rel_full,0.23408787860638114,2021-04-01,npm (causal-imputed)
2021Q1,googl_reported,1.0,2021-04-27,GOOGL 8-K 0001652044-21-000018
2021Q1,msft_reported,1.0,2021-04-27,MSFT 8-K 0001193125-21-134213
2021Q1,amzn_reported,1.0,2021-04-29,AMZN 8-K 0001018724-21-000008
2021Q2,rev_musd_lag4,140.012,2020-08-06,"SEC, 2020Q2 print"
2021Q2,rev_yoy_lag4,0.6823916752781716,2020-08-06,"SEC 8-K/10-Q, 2020Q2 print"
2021Q2,rev_yoy_lag2,0.5621678223223399,2021-02-11,"SEC 8-K/10-Q, 2020Q4 print"
2021Q2,ctrl_abs_d30,-0.021108511733441304,2021-05-01,npm (causal-imputed)
2021Q2,dd_abs_d30,1.2799239121427082,2021-05-01,npm (causal-imputed)
2021Q2,dd_rel_d30,1.3010324238761495,2021-05-01,npm (causal-imputed)
2021Q2,dd_rel_wide_d30,0.2835424831396356,2021-05-01,npm (causal-imputed)
2021Q2,plc_abs_d30,0.5771029524384126,2021-05-01,npm (causal-imputed)
2021Q2,plc_rel_d30,0.5982114641718539,2021-05-01,npm (causal-imputed)
2021Q2,guide_high_musd,213.0,2021-05-06,8-K EX-99.1 0001561550-21-000004 (UNVERIFIED)
2021Q2,guide_low_musd,211.0,2021-05-06,8-K EX-99.1 0001561550-21-000004 (UNVERIFIED)
2021Q2,guide_mid_musd,212.0,2021-05-06,8-K EX-99.1 0001561550-21-000004 (UNVERIFIED)
2021Q2,rev_yoy_lag1,0.5127773375594296,2021-05-06,"SEC 8-K/10-Q, 2021Q1 print"
2021Q2,ctrl_abs_d45,-0.045813711891861786,2021-05-16,npm (causal-imputed)
2021Q2,dd_abs_d45,1.2436375982522119,2021-05-16,npm (causal-imputed)
2021Q2,dd_rel_d45,1.2894513101440737,2021-05-16,npm (causal-imputed)
2021Q2,dd_rel_wide_d45,0.26557540369960897,2021-05-16,npm (causal-imputed)
2021Q2,plc_abs_d45,0.5727002689693386,2021-05-16,npm (causal-imputed)
2021Q2,plc_rel_d45,0.6185139808612004,2021-05-16,npm (causal-imputed)
2021Q2,ctrl_abs_d60,-0.029802594238537594,2021-05-31,npm (causal-imputed)
2021Q2,dd_abs_d60,1.2631872627649088,2021-05-31,npm (causal-imputed)
2021Q2,dd_rel_d60,1.2929898570034464,2021-05-31,npm (causal-imputed)
2021Q2,dd_rel_wide_d60,0.26815669795426444,2021-05-31,npm (causal-imputed)
2021Q2,plc_abs_d60,0.5886214135899728,2021-05-31,npm (causal-imputed)
2021Q2,plc_rel_d60,0.6184240078285104,2021-05-31,npm (causal-imputed)
2021Q2,ctrl_abs_full,-0.014955203261056482,2021-07-01,npm (causal-imputed)
2021Q2,dd_abs_full,1.2624450889678602,2021-07-01,npm (causal-imputed)
2021Q2,dd_rel_full,1.2774002922289167,2021-07-01,npm (causal-imputed)
2021Q2,dd_rel_wide_full,0.2797372916023857,2021-07-01,npm (causal-imputed)
2021Q2,plc_abs_full,0.5968827081851913,2021-07-01,npm (causal-imputed)
2021Q2,plc_rel_full,0.6118379114462478,2021-07-01,npm (causal-imputed)
2021Q2,googl_reported,1.0,2021-07-27,GOOGL 8-K 0001652044-21-000041
2021Q2,msft_reported,1.0,2021-07-27,MSFT 8-K 0001193125-21-225746
2021Q2,amzn_reported,1.0,2021-07-29,AMZN 8-K 0001018724-21-000018
2021Q3,rev_musd_lag4,154.675,2020-11-10,"SEC, 2020Q3 print"
2021Q3,rev_yoy_lag4,0.6134836852207293,2020-11-10,"SEC 8-K/10-Q, 2020Q3 print"
2021Q3,rev_yoy_lag2,0.5127773375594296,2021-05-06,"SEC 8-K/10-Q, 2021Q1 print"
2021Q3,ctrl_abs_d30,-0.008929067422023707,2021-07-31,npm (causal-imputed)
2021Q3,dd_abs_d30,1.1923283518499623,2021-07-31,npm (causal-imputed)
2021Q3,dd_rel_d30,1.201257419271986,2021-07-31,npm (causal-imputed)
2021Q3,dd_rel_wide_d30,0.3386249848119238,2021-07-31,npm (causal-imputed)
2021Q3,plc_abs_d30,0.504093869526681,2021-07-31,npm (causal-imputed)
2021Q3,plc_rel_d30,0.5130229369487047,2021-07-31,npm (causal-imputed)
2021Q3,guide_high_musd,248.0,2021-08-05,8-K EX-99.1 0001561550-21-000015 (UNVERIFIED)
2021Q3,guide_low_musd,246.0,2021-08-05,8-K EX-99.1 0001561550-21-000015 (UNVERIFIED)
2021Q3,guide_mid_musd,247.0,2021-08-05,8-K EX-99.1 0001561550-21-000015 (UNVERIFIED)
2021Q3,rev_yoy_lag1,0.6680641659286346,2021-08-05,"SEC 8-K/10-Q, 2021Q2 print"
2021Q3,ctrl_abs_d45,-0.025195156992911194,2021-08-15,npm (causal-imputed)
2021Q3,dd_abs_d45,1.1652401163363564,2021-08-15,npm (causal-imputed)
2021Q3,dd_rel_d45,1.1904352733292676,2021-08-15,npm (causal-imputed)
2021Q3,dd_rel_wide_d45,0.33956540171882565,2021-08-15,npm (causal-imputed)
2021Q3,plc_abs_d45,0.48870076220163483,2021-08-15,npm (causal-imputed)
2021Q3,plc_rel_d45,0.513895919194546,2021-08-15,npm (causal-imputed)
2021Q3,ctrl_abs_d60,-0.016186083201779056,2021-08-30,npm (causal-imputed)
2021Q3,dd_abs_d60,1.1459518178816985,2021-08-30,npm (causal-imputed)
2021Q3,dd_rel_d60,1.1621379010834776,2021-08-30,npm (causal-imputed)
2021Q3,dd_rel_wide_d60,0.3396846724293816,2021-08-30,npm (causal-imputed)
2021Q3,plc_abs_d60,0.48730262229635457,2021-08-30,npm (causal-imputed)
2021Q3,plc_rel_d60,0.5034887054981336,2021-08-30,npm (causal-imputed)
2021Q3,ctrl_abs_full,0.017804052250745883,2021-10-01,npm (causal-imputed)
2021Q3,dd_abs_full,1.1854074314332639,2021-10-01,npm (causal-imputed)
2021Q3,dd_rel_full,1.167603379182518,2021-10-01,npm (causal-imputed)
2021Q3,dd_rel_wide_full,0.3779507573580272,2021-10-01,npm (causal-imputed)
2021Q3,plc_abs_full,0.498284255826146,2021-10-01,npm (causal-imputed)
2021Q3,plc_rel_full,0.4804802035754001,2021-10-01,npm (causal-imputed)
2021Q3,googl_reported,1.0,2021-10-26,GOOGL 8-K 0001652044-21-000054
2021Q3,msft_reported,1.0,2021-10-26,MSFT 8-K 0001193125-21-307941
2021Q3,amzn_reported,1.0,2021-10-28,AMZN 8-K 0001018724-21-000026
2021Q4,rev_musd_lag4,177.531,2021-02-11,"SEC, 2020Q4 print"
2021Q4,rev_yoy_lag4,0.5621678223223399,2021-02-11,"SEC 8-K/10-Q, 2020Q4 print"
2021Q4,rev_yoy_lag2,0.6680641659286346,2021-08-05,"SEC 8-K/10-Q, 2021Q2 print"
2021Q4,ctrl_abs_d30,-0.01998412350126344,2021-10-31,npm (causal-imputed)
2021Q4,dd_abs_d30,1.1928457463627264,2021-10-31,npm (causal-imputed)
2021Q4,dd_rel_d30,1.2128298698639899,2021-10-31,npm (causal-imputed)
2021Q4,dd_rel_wide_d30,0.49793438713096627,2021-10-31,npm (causal-imputed)
2021Q4,plc_abs_d30,0.43150470504740923,2021-10-31,npm (causal-imputed)
2021Q4,plc_rel_d30,0.45148882854867267,2021-10-31,npm (causal-imputed)
2021Q4,guide_high_musd,292.0,2021-11-04,8-K EX-99.1 0001561550-21-000024 (UNVERIFIED)
2021Q4,guide_low_musd,290.0,2021-11-04,8-K EX-99.1 0001561550-21-000024 (UNVERIFIED)
2021Q4,guide_mid_musd,291.0,2021-11-04,8-K EX-99.1 0001561550-21-000024 (UNVERIFIED)
2021Q4,rev_yoy_lag1,0.7487506061095845,2021-11-04,"SEC 8-K/10-Q, 2021Q3 print"
2021Q4,ctrl_abs_d45,0.019171680705101224,2021-11-15,npm (causal-imputed)
2021Q4,dd_abs_d45,1.2633283389972636,2021-11-15,npm (causal-imputed)
2021Q4,dd_rel_d45,1.2441566582921624,2021-11-15,npm (causal-imputed)
2021Q4,dd_rel_wide_d45,0.5476261042936326,2021-11-15,npm (causal-imputed)
2021Q4,plc_abs_d45,0.4389967283639322,2021-11-15,npm (causal-imputed)
2021Q4,plc_rel_d45,0.419825047658831,2021-11-15,npm (causal-imputed)
2021Q4,ctrl_abs_d60,0.0773584355684438,2021-11-30,npm (causal-imputed)
2021Q4,dd_abs_d60,1.3187184213859489,2021-11-30,npm (causal-imputed)
2021Q4,dd_rel_d60,1.241359985817505,2021-11-30,npm (causal-imputed)
2021Q4,dd_rel_wide_d60,0.5694070742403561,2021-11-30,npm (causal-imputed)
2021Q4,plc_abs_d60,0.45368916414495075,2021-11-30,npm (causal-imputed)
2021Q4,plc_rel_d60,0.37633072857650696,2021-11-30,npm (causal-imputed)
2021Q4,ctrl_abs_full,0.09838139428529402,2022-01-01,npm (causal-imputed)
2021Q4,dd_abs_full,1.3306406337889243,2022-01-01,npm (causal-imputed)
2021Q4,dd_rel_full,1.2322592395036303,2022-01-01,npm (causal-imputed)
2021Q4,dd_rel_wide_full,0.5820637221497869,2022-01-01,npm (causal-imputed)
2021Q4,plc_abs_full,0.47836750413735984,2022-01-01,npm (causal-imputed)
2021Q4,plc_rel_full,0.3799861098520658,2022-01-01,npm (causal-imputed)
2021Q4,msft_reported,1.0,2022-01-25,MSFT 8-K 0001193125-22-017041
2021Q4,googl_reported,1.0,2022-02-01,GOOGL 8-K 0001652044-22-000015
2021Q4,amzn_reported,1.0,2022-02-03,AMZN 8-K 0001018724-22-000002
2022Q1,rev_musd_lag4,198.549,2021-05-06,"SEC, 2021Q1 print"
2022Q1,rev_yoy_lag4,0.5127773375594296,2021-05-06,"SEC 8-K/10-Q, 2021Q1 print"
2022Q1,rev_yoy_lag2,0.7487506061095845,2021-11-04,"SEC 8-K/10-Q, 2021Q3 print"
2022Q1,ctrl_abs_d30,0.20855435704427094,2022-01-31,npm (causal-imputed)
2022Q1,dd_abs_d30,1.2934254856958844,2022-01-31,npm (causal-imputed)
2022Q1,dd_rel_d30,1.0848711286516135,2022-01-31,npm (causal-imputed)
2022Q1,dd_rel_wide_d30,0.679996177853976,2022-01-31,npm (causal-imputed)
2022Q1,plc_abs_d30,0.5782839152198598,2022-01-31,npm (causal-imputed)
2022Q1,plc_rel_d30,0.36972955817558883,2022-01-31,npm (causal-imputed)
2022Q1,guide_high_musd,339.0,2022-02-10,8-K EX-99.1 0001561550-22-000004 (UNVERIFIED)
2022Q1,guide_low_musd,334.0,2022-02-10,8-K EX-99.1 0001561550-22-000004 (UNVERIFIED)
2022Q1,guide_mid_musd,336.5,2022-02-10,8-K EX-99.1 0001561550-22-000004 (UNVERIFIED)
2022Q1,rev_yoy_lag1,0.8374143107400962,2022-02-10,"SEC 8-K/10-Q, 2021Q4 print"
2022Q1,ctrl_abs_d45,0.24385205497751805,2022-02-15,npm (causal-imputed)
2022Q1,dd_abs_d45,1.3055966560969434,2022-02-15,npm (causal-imputed)
2022Q1,dd_rel_d45,1.0617446011194254,2022-02-15,npm (causal-imputed)
2022Q1,dd_rel_wide_d45,0.6828704817064999,2022-02-15,npm (causal-imputed)
2022Q1,plc_abs_d45,0.5993405616937402,2022-02-15,npm (causal-imputed)
2022Q1,plc_rel_d45,0.3554885067162221,2022-02-15,npm (causal-imputed)
2022Q1,ctrl_abs_d60,0.23947950484593505,2022-03-02,npm (causal-imputed)
2022Q1,dd_abs_d60,1.2673787514527461,2022-03-02,npm (causal-imputed)
2022Q1,dd_rel_d60,1.027899246606811,2022-03-02,npm (causal-imputed)
2022Q1,dd_rel_wide_d60,0.663534480913679,2022-03-02,npm (causal-imputed)
2022Q1,plc_abs_d60,0.5885668485583757,2022-03-02,npm (causal-imputed)
2022Q1,plc_rel_d60,0.34908734371244066,2022-03-02,npm (causal-imputed)
2022Q1,ctrl_abs_full,0.24235418995821334,2022-04-01,npm (causal-imputed)
2022Q1,dd_abs_full,1.225850484099496,2022-04-01,npm (causal-imputed)
2022Q1,dd_rel_full,0.9834962941412826,2022-04-01,npm (causal-imputed)
2022Q1,dd_rel_wide_full,0.6382042320266983,2022-04-01,npm (causal-imputed)
2022Q1,plc_abs_full,0.5615085339071619,2022-04-01,npm (causal-imputed)
2022Q1,plc_rel_full,0.3191543439489486,2022-04-01,npm (causal-imputed)
2022Q1,googl_reported,1.0,2022-04-26,GOOGL 8-K 0001652044-22-000025
2022Q1,msft_reported,1.0,2022-04-26,MSFT 8-K 0001193125-22-120207
2022Q1,amzn_reported,1.0,2022-04-28,AMZN 8-K 0001018724-22-000011
2022Q2,rev_musd_lag4,233.549,2021-08-05,"SEC, 2021Q2 print"
2022Q2,rev_yoy_lag4,0.6680641659286346,2021-08-05,"SEC 8-K/10-Q, 2021Q2 print"
2022Q2,rev_yoy_lag2,0.8374143107400962,2022-02-10,"SEC 8-K/10-Q, 2021Q4 print"
2022Q2,ctrl_abs_d30,0.2820732394093035,2022-05-01,npm (causal-imputed)
2022Q2,dd_abs_d30,1.1984589426566945,2022-05-01,npm (causal-imputed)
2022Q2,dd_rel_d30,0.916385703247391,2022-05-01,npm (causal-imputed)
2022Q2,dd_rel_wide_d30,0.5671788041863888,2022-05-01,npm (causal-imputed)
2022Q2,plc_abs_d30,0.449321717648985,2022-05-01,npm (causal-imputed)
2022Q2,plc_rel_d30,0.16724847823968148,2022-05-01,npm (causal-imputed)
2022Q2,guide_high_musd,380.0,2022-05-05,8-K EX-99.1 0001561550-22-000023 (UNVERIFIED)
2022Q2,guide_low_musd,376.0,2022-05-05,8-K EX-99.1 0001561550-22-000023 (UNVERIFIED)
2022Q2,guide_mid_musd,378.0,2022-05-05,8-K EX-99.1 0001561550-22-000023 (UNVERIFIED)
2022Q2,rev_yoy_lag1,0.828415151927232,2022-05-05,"SEC 8-K/10-Q, 2022Q1 print"
2022Q2,ctrl_abs_d45,0.28381875789680144,2022-05-16,npm (causal-imputed)
2022Q2,dd_abs_d45,1.1968743477934343,2022-05-16,npm (causal-imputed)
2022Q2,dd_rel_d45,0.9130555898966328,2022-05-16,npm (causal-imputed)
2022Q2,dd_rel_wide_d45,0.6048549126248002,2022-05-16,npm (causal-imputed)
2022Q2,plc_abs_d45,0.43626805325683193,2022-05-16,npm (causal-imputed)
2022Q2,plc_rel_d45,0.1524492953600305,2022-05-16,npm (causal-imputed)
2022Q2,ctrl_abs_d60,0.30737530028793003,2022-05-31,npm (causal-imputed)
2022Q2,dd_abs_d60,1.2003008503840462,2022-05-31,npm (causal-imputed)
2022Q2,dd_rel_d60,0.8929255500961162,2022-05-31,npm (causal-imputed)
2022Q2,dd_rel_wide_d60,0.6033031690101787,2022-05-31,npm (causal-imputed)
2022Q2,plc_abs_d60,0.456187041151793,2022-05-31,npm (causal-imputed)
2022Q2,plc_rel_d60,0.14881174086386295,2022-05-31,npm (causal-imputed)
2022Q2,ctrl_abs_full,0.32329799252680225,2022-07-01,npm (causal-imputed)
2022Q2,dd_abs_full,1.1702416134656417,2022-07-01,npm (causal-imputed)
2022Q2,dd_rel_full,0.8469436209388395,2022-07-01,npm (causal-imputed)
2022Q2,dd_rel_wide_full,0.5854769662989341,2022-07-01,npm (causal-imputed)
2022Q2,plc_abs_full,0.47024489913791356,2022-07-01,npm (causal-imputed)
2022Q2,plc_rel_full,0.14694690661111132,2022-07-01,npm (causal-imputed)
2022Q2,googl_reported,1.0,2022-07-26,GOOGL 8-K 0001652044-22-000068
2022Q2,msft_reported,1.0,2022-07-26,MSFT 8-K 0001193125-22-202034
2022Q2,amzn_reported,1.0,2022-07-28,AMZN 8-K 0001018724-22-000017
2022Q3,rev_musd_lag4,270.488,2021-11-04,"SEC, 2021Q3 print"
2022Q3,rev_yoy_lag4,0.7487506061095845,2021-11-04,"SEC 8-K/10-Q, 2021Q3 print"
2022Q3,rev_yoy_lag2,0.828415151927232,2022-05-05,"SEC 8-K/10-Q, 2022Q1 print"
2022Q3,ctrl_abs_d30,0.28881296579069904,2022-07-31,npm (causal-imputed)
2022Q3,dd_abs_d30,0.8571169198423867,2022-07-31,npm (causal-imputed)
2022Q3,dd_rel_d30,0.5683039540516877,2022-07-31,npm (causal-imputed)
2022Q3,dd_rel_wide_d30,0.25381577522917453,2022-07-31,npm (causal-imputed)
2022Q3,plc_abs_d30,0.4693435852947907,2022-07-31,npm (causal-imputed)
2022Q3,plc_rel_d30,0.18053061950409166,2022-07-31,npm (causal-imputed)
2022Q3,guide_high_musd,414.0,2022-08-04,8-K EX-99.1 0001561550-22-000033 (UNVERIFIED)
2022Q3,guide_low_musd,410.0,2022-08-04,8-K EX-99.1 0001561550-22-000033 (UNVERIFIED)
2022Q3,guide_mid_musd,412.0,2022-08-04,8-K EX-99.1 0001561550-22-000033 (UNVERIFIED)
2022Q3,rev_yoy_lag1,0.7389841104008152,2022-08-04,"SEC 8-K/10-Q, 2022Q2 print"
2022Q3,ctrl_abs_d45,0.2967610873701858,2022-08-15,npm (causal-imputed)
2022Q3,dd_abs_d45,0.8005321702750656,2022-08-15,npm (causal-imputed)
2022Q3,dd_rel_d45,0.5037710829048798,2022-08-15,npm (causal-imputed)
2022Q3,dd_rel_wide_d45,0.19665250825084968,2022-08-15,npm (causal-imputed)
2022Q3,plc_abs_d45,0.4835547916246412,2022-08-15,npm (causal-imputed)
2022Q3,plc_rel_d45,0.1867937042544554,2022-08-15,npm (causal-imputed)
2022Q3,ctrl_abs_d60,0.30688793222866195,2022-08-30,npm (causal-imputed)
2022Q3,dd_abs_d60,0.7931432375990219,2022-08-30,npm (causal-imputed)
2022Q3,dd_rel_d60,0.48625530537036,2022-08-30,npm (causal-imputed)
2022Q3,dd_rel_wide_d60,0.17072312651664134,2022-08-30,npm (causal-imputed)
2022Q3,plc_abs_d60,0.5053021271653328,2022-08-30,npm (causal-imputed)
2022Q3,plc_rel_d60,0.1984141949366709,2022-08-30,npm (causal-imputed)
2022Q3,ctrl_abs_full,0.2833879491849096,2022-10-01,npm (causal-imputed)
2022Q3,dd_abs_full,0.7424459046158383,2022-10-01,npm (causal-imputed)
2022Q3,dd_rel_full,0.45905795543092864,2022-10-01,npm (causal-imputed)
2022Q3,dd_rel_wide_full,0.15316021079018682,2022-10-01,npm (causal-imputed)
2022Q3,plc_abs_full,0.4982949034274675,2022-10-01,npm (causal-imputed)
2022Q3,plc_rel_full,0.2149069542425579,2022-10-01,npm (causal-imputed)
2022Q3,googl_reported,1.0,2022-10-25,GOOGL 8-K 0001652044-22-000085
2022Q3,msft_reported,1.0,2022-10-25,MSFT 8-K 0001193125-22-268356
2022Q3,amzn_reported,1.0,2022-10-27,AMZN 8-K 0001018724-22-000021
2022Q4,rev_musd_lag4,326.198,2022-02-10,"SEC, 2021Q4 print"
2022Q4,rev_yoy_lag4,0.8374143107400962,2022-02-10,"SEC 8-K/10-Q, 2021Q4 print"
2022Q4,rev_yoy_lag2,0.7389841104008152,2022-08-04,"SEC 8-K/10-Q, 2022Q2 print"
2022Q4,ctrl_abs_d30,0.22843331888054053,2022-10-31,npm (causal-imputed)
2022Q4,dd_abs_d30,0.48847448013032846,2022-10-31,npm (causal-imputed)
2022Q4,dd_rel_d30,0.26004116124978793,2022-10-31,npm (causal-imputed)
2022Q4,dd_rel_wide_d30,-0.007203880697748133,2022-10-31,npm (causal-imputed)
2022Q4,plc_abs_d30,0.4415275512251178,2022-10-31,npm (causal-imputed)
2022Q4,plc_rel_d30,0.21309423234457725,2022-10-31,npm (causal-imputed)
2022Q4,guide_high_musd,449.0,2022-11-03,8-K EX-99.1 0001561550-22-000043 (UNVERIFIED)
2022Q4,guide_low_musd,445.0,2022-11-03,8-K EX-99.1 0001561550-22-000043 (UNVERIFIED)
2022Q4,guide_mid_musd,447.0,2022-11-03,8-K EX-99.1 0001561550-22-000043 (UNVERIFIED)
2022Q4,rev_yoy_lag1,0.6138719647452013,2022-11-03,"SEC 8-K/10-Q, 2022Q3 print"
2022Q4,ctrl_abs_d45,0.29201695796386673,2022-11-15,npm (causal-imputed)
2022Q4,dd_abs_d45,0.5098590650291435,2022-11-15,npm (causal-imputed)
2022Q4,dd_rel_d45,0.21784210706527674,2022-11-15,npm (causal-imputed)
2022Q4,dd_rel_wide_d45,-0.041003872033382294,2022-11-15,npm (causal-imputed)
2022Q4,plc_abs_d45,0.4778819717410663,2022-11-15,npm (causal-imputed)
2022Q4,plc_rel_d45,0.18586501377719955,2022-11-15,npm (causal-imputed)
2022Q4,ctrl_abs_d60,0.2671312211598167,2022-11-30,npm (causal-imputed)
2022Q4,dd_abs_d60,0.5030220281424853,2022-11-30,npm (causal-imputed)
2022Q4,dd_rel_d60,0.23589080698266862,2022-11-30,npm (causal-imputed)
2022Q4,dd_rel_wide_d60,-0.04643617350788887,2022-11-30,npm (causal-imputed)
2022Q4,plc_abs_d60,0.4856715744319793,2022-11-30,npm (causal-imputed)
2022Q4,plc_rel_d60,0.2185403532721626,2022-11-30,npm (causal-imputed)
2022Q4,ctrl_abs_full,0.23611400642111136,2023-01-01,npm (causal-imputed)
2022Q4,dd_abs_full,0.46625119767312384,2023-01-01,npm (causal-imputed)
2022Q4,dd_rel_full,0.23013719125201249,2023-01-01,npm (causal-imputed)
2022Q4,dd_rel_wide_full,-0.05963247947486394,2023-01-01,npm (causal-imputed)
2022Q4,plc_abs_full,0.44226989660334937,2023-01-01,npm (causal-imputed)
2022Q4,plc_rel_full,0.206155890182238,2023-01-01,npm (causal-imputed)
2022Q4,msft_reported,1.0,2023-01-24,MSFT 8-K 0001193125-23-014230
2022Q4,amzn_reported,1.0,2023-02-02,AMZN 8-K 0001018724-23-000002
2022Q4,googl_reported,1.0,2023-02-02,GOOGL 8-K 0001652044-23-000013
2023Q1,rev_musd_lag4,363.03,2022-05-05,"SEC, 2022Q1 print"
2023Q1,rev_yoy_lag4,0.828415151927232,2022-05-05,"SEC 8-K/10-Q, 2022Q1 print"
2023Q1,rev_yoy_lag2,0.6138719647452013,2022-11-03,"SEC 8-K/10-Q, 2022Q3 print"
2023Q1,ctrl_abs_d30,0.13666396932837444,2023-01-31,npm (causal-imputed)
2023Q1,dd_abs_d30,0.4279323156585413,2023-01-31,npm (causal-imputed)
2023Q1,dd_rel_d30,0.29126834633016685,2023-01-31,npm (causal-imputed)
2023Q1,dd_rel_wide_d30,-0.04718835030894297,2023-01-31,npm (causal-imputed)
2023Q1,plc_abs_d30,0.3308537541925034,2023-01-31,npm (causal-imputed)
2023Q1,plc_rel_d30,0.19418978486412897,2023-01-31,npm (causal-imputed)
2023Q1,ctrl_abs_d45,0.11348172864493122,2023-02-15,npm (causal-imputed)
2023Q1,dd_abs_d45,0.41790652234227466,2023-02-15,npm (causal-imputed)
2023Q1,dd_rel_d45,0.30442479369734343,2023-02-15,npm (causal-imputed)
2023Q1,dd_rel_wide_d45,-0.05229931784600694,2023-02-15,npm (causal-imputed)
2023Q1,plc_abs_d45,0.3238787035959696,2023-02-15,npm (causal-imputed)
2023Q1,plc_rel_d45,0.21039697495103837,2023-02-15,npm (causal-imputed)
2023Q1,guide_high_musd,470.0,2023-02-16,8-K EX-99.1 0001561550-23-000003 (UNVERIFIED)
2023Q1,guide_low_musd,466.0,2023-02-16,8-K EX-99.1 0001561550-23-000003 (UNVERIFIED)
2023Q1,guide_mid_musd,468.0,2023-02-16,8-K EX-99.1 0001561550-23-000003 (UNVERIFIED)
2023Q1,rev_yoy_lag1,0.4390002391185721,2023-02-16,"SEC 8-K/10-Q, 2022Q4 print"
2023Q1,ctrl_abs_d60,0.10718082198614631,2023-03-02,npm (causal-imputed)
2023Q1,dd_abs_d60,0.4172490170260019,2023-03-02,npm (causal-imputed)
2023Q1,dd_rel_d60,0.3100681950398556,2023-03-02,npm (causal-imputed)
2023Q1,dd_rel_wide_d60,-0.0441925729430217,2023-03-02,npm (causal-imputed)
2023Q1,plc_abs_d60,0.31903156006241673,2023-03-02,npm (causal-imputed)
2023Q1,plc_rel_d60,0.21185073807627042,2023-03-02,npm (causal-imputed)
2023Q1,ctrl_abs_full,0.11033963572813477,2023-04-01,npm (causal-imputed)
