target,candidate,window,role,feature,n_oos,rmse,rmse_base,rmse_ratio,mape_%,hit,hit_base,vs_baseline
beat_vs_guide,dd_rel,d30,candidate,dd_rel_d30,14,0.01599911486035654,0.011874735244577425,1.3473239218249102,38.96025117762411,0.6428571428571429,0.0,random walk
beat_vs_guide,dd_rel,d30,control,plc_rel_d30,14,0.018937687136900885,0.011874735244577425,1.5947881571127023,44.33830263650114,0.2857142857142857,0.0,random walk
beat_vs_guide,dd_rel,d45,candidate,dd_rel_d45,14,0.015373413380621023,0.011874735244577425,1.2946320961253652,36.25157399192206,0.6428571428571429,0.0,random walk
beat_vs_guide,dd_rel,d45,control,plc_rel_d45,14,0.01877888347888796,0.011874735244577425,1.5814149193316374,43.29731607315735,0.2857142857142857,0.0,random walk
beat_vs_guide,dd_rel,d60,candidate,dd_rel_d60,14,0.01488888433816252,0.011874735244577425,1.2538287407259459,36.33130657952271,0.6428571428571429,0.0,random walk
beat_vs_guide,dd_rel,d60,control,plc_rel_d60,14,0.018166386857042884,0.011874735244577425,1.5298351064575129,41.74902009433957,0.2857142857142857,0.0,random walk
beat_vs_guide,dd_rel,full,candidate,dd_rel_full,14,0.015368085733204544,0.011874735244577425,1.2941834421295708,38.41348524085132,0.6428571428571429,0.0,random walk
beat_vs_guide,dd_rel,full,control,plc_rel_full,14,0.017498998330124374,0.011874735244577425,1.4736327143053785,39.060421265432794,0.35714285714285715,0.0,random walk
beat_vs_guide,dd_abs,d30,candidate,dd_abs_d30,14,0.013124848236813256,0.011874735244577425,1.1052750201573287,30.7358787075321,0.5714285714285714,0.0,random walk
beat_vs_guide,dd_abs,d30,control,plc_abs_d30,14,0.018998684866915014,0.011874735244577425,1.5999249225864405,39.35715012741312,0.5,0.0,random walk
beat_vs_guide,dd_abs,d45,candidate,dd_abs_d45,14,0.013158489779431978,0.011874735244577425,1.1081080553303937,30.684726867466633,0.5714285714285714,0.0,random walk
beat_vs_guide,dd_abs,d45,control,plc_abs_d45,14,0.019241674523030015,0.011874735244577425,1.620387665637993,38.58840723144028,0.6428571428571429,0.0,random walk
beat_vs_guide,dd_abs,d60,candidate,dd_abs_d60,14,0.01276705164955822,0.011874735244577425,1.075144109456105,30.828299316721054,0.5714285714285714,0.0,random walk
beat_vs_guide,dd_abs,d60,control,plc_abs_d60,14,0.01883960791333173,0.011874735244577425,1.5865286699284349,37.38581093070047,0.6428571428571429,0.0,random walk
beat_vs_guide,dd_abs,full,candidate,dd_abs_full,14,0.013161366588412356,0.011874735244577425,1.1083503183300418,31.92263632797931,0.5714285714285714,0.0,random walk
beat_vs_guide,dd_abs,full,control,plc_abs_full,14,0.016435237163464376,0.011874735244577425,1.3840508293411842,34.17308167115379,0.7142857142857143,0.0,random walk
